gene_id,a.value,m.value,p.value,q.value,estimatedDEG,expression
OLFR982,-2.060830217729911,-0.2699671730411912,0.9684212551668423,0.9979013979327808,0,cko-high
OLFR982,-2.060830217729911,-0.2699671730411912,0.9684212551668423,0.9979013979327808,0,cko-low
GM47110,-2.060830217729911,-0.2699671730411912,0.9684212551668423,0.9979013979327808,0,cko-high
GM47110,-2.060830217729911,-0.2699671730411912,0.9684212551668423,0.9979013979327808,0,cko-low
C330022B21RIK,-2.060830217729911,-0.2699671730411912,0.9684212551668423,0.9979013979327808,0,cko-high
C330022B21RIK,-2.060830217729911,-0.2699671730411912,0.9684212551668423,0.9979013979327808,0,cko-low
GM21232,-2.060830217729911,-0.2699671730411912,0.9684212551668423,0.9979013979327808,0,cko-high
GM21232,-2.060830217729911,-0.2699671730411912,0.9684212551668423,0.9979013979327808,0,cko-low
GM50284,-2.060830217729911,-0.2699671730411912,0.9684212551668423,0.9979013979327808,0,cko-high
GM50284,-2.060830217729911,-0.2699671730411912,0.9684212551668423,0.9979013979327808,0,cko-low
GM22270,4.351255209403394,-0.034048783029685836,0.9684339581143713,0.9979013979327808,0,cko-low
GM13647,-1.012936852899461,-0.11490737520019945,0.9684500939184686,0.9979013979327808,0,cko-high
GM13647,-1.012936852899461,-0.11490737520019945,0.9684500939184686,0.9979013979327808,0,cko-low
GM11454,-1.012936852899461,-0.11490737520019945,0.9684500939184686,0.9979013979327808,0,cko-high
GM11454,-1.012936852899461,-0.11490737520019945,0.9684500939184686,0.9979013979327808,0,cko-low
GM19554,-1.012936852899461,-0.11490737520019945,0.9684500939184686,0.9979013979327808,0,cko-high
GM19554,-1.012936852899461,-0.11490737520019945,0.9684500939184686,0.9979013979327808,0,cko-low
RPL31-PS12,4.697238586041699,0.019493109814787246,0.9684616108788819,0.9979013979327808,0,cko-low
AMD-PS7,3.240413627585868,-0.016966416817803864,0.9684716614474627,0.9979013979327808,0,cko-low
GM9400,0.6115599534644574,-0.027154414232243407,0.9685623078771995,0.9979013979327808,0,cko-high
GM9400,0.6115599534644574,-0.027154414232243407,0.9685623078771995,0.9979013979327808,0,cko-low
GM26280,3.204886988037348,-0.0029561899228158772,0.968576894972168,0.9979013979327808,0,cko-low
GM11629,1.8243802115030388,-0.01765719061560489,0.9685832646873159,0.9979013979327808,0,cko-high
GM11629,1.8243802115030388,-0.01765719061560489,0.9685832646873159,0.9979013979327808,0,cko-low
MS4A1,0.34396554642266486,-0.03099641916963397,0.9686094764753297,0.9979013979327808,0,cko-high
MS4A1,0.34396554642266486,-0.03099641916963397,0.9686094764753297,0.9979013979327808,0,cko-low
TNFRSF26,4.563103168936506,0.01828591183329742,0.9686706130883008,0.9979013979327808,0,cko-low
SIGLEC15,-0.3571848618543857,-0.0663828612896919,0.9687276332203882,0.9979013979327808,0,cko-high
SIGLEC15,-0.3571848618543857,-0.0663828612896919,0.9687276332203882,0.9979013979327808,0,cko-low
GM22089,-0.4341700638900984,-0.07212748376458478,0.9687595212052158,0.9979013979327808,0,cko-high
GM22089,-0.4341700638900984,-0.07212748376458478,0.9687595212052158,0.9979013979327808,0,cko-low
GM2869,3.4351385042221736,-0.021073332949400392,0.9687940460348359,0.9979013979327808,0,cko-low
GM47853,-0.9692198730424599,-0.11211953866702773,0.968800432183555,0.9979013979327808,0,cko-high
GM47853,-0.9692198730424599,-0.11211953866702773,0.968800432183555,0.9979013979327808,0,cko-low
MIR7000,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-high
MIR7000,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-low
PAX1,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-high
PAX1,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-low
GM44275,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-high
GM44275,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-low
GM47329,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-high
GM47329,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-low
POM121L2,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-high
POM121L2,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-low
GM46996,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-high
GM46996,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-low
IGHV1-71,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-high
IGHV1-71,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-low
GM23228,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-high
GM23228,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-low
DSG1C,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-high
DSG1C,-0.9629319037259345,-0.12469547730007868,0.9688038106174346,0.9979013979327808,0,cko-low
GM35610,7.365538621780681,0.006086334078795552,0.9688263287560709,0.9979013979327808,0,cko-low
1810059C17RIK,2.0431971225129772,0.03076530588620141,0.9688808113485738,0.9979013979327808,0,cko-low
REXO2,9.254682434391126,0.006566954081151266,0.96888211524396906,0.9979013979327808,0,cko-low
TCF4,10.47750772359176,-0.004183358895847533,0.9688839800769414,0.9979013979327808,0,cko-low
4930556J24RIK,5.63104184465663,0.009634456909681788,0.9690165371378565,0.9979013979327808,0,cko-low
4921515L22RIK,0.009618596162332512,-0.06979647707661255,0.9690896247755121,0.9979013979327808,0,cko-high
4921515L22RIK,0.009618596162332512,-0.06979647707661255,0.9690896247755121,0.9979013979327808,0,cko-low
GM43135,-0.39934759751481375,-0.08193908828000757,0.969168299142205,0.9979013979327808,0,cko-high
GM43135,-0.39934759751481375,-0.08193908828000757,0.969168299142205,0.9979013979327808,0,cko-low
GCNT2,9.900121902116062,0.0046194873758445,0.9691738117964985,0.9979013979327808,0,cko-low
ABI3,5.4829647049805565,0.002184237842620007,0.9692125599455146,0.9979013979327808,0,cko-low
GDF5,1.1851143309184242,0.004198986427224716,0.9693884888098179,0.9979013979327808,0,cko-low
GALNT7,8.00402033422524,0.006585331850665455,0.9694486032066435,0.9979013979327808,0,cko-low
MGAT4B,10.907140982820607,-0.004322752044757294,0.9694783893573684,0.9979013979327808,0,cko-low
RTRAF-PS,7.952740903079853,-0.004602748611579166,0.9695283808221391,0.9979013979327808,0,cko-low
DPH3,8.185599807120216,-0.004739374542987562,0.9695366376592243,0.9979013979327808,0,cko-low
OLFR338,-1.065348278107924,-0.08536031230605023,0.969571536251109,0.9979013979327808,0,cko-high
OLFR338,-1.065348278107924,-0.08536031230605023,0.969571536251109,0.9979013979327808,0,cko-low
OLFR596,-1.065348278107924,-0.08536031230605023,0.969571536251109,0.9979013979327808,0,cko-high
OLFR596,-1.065348278107924,-0.08536031230605023,0.969571536251109,0.9979013979327808,0,cko-low
GM22654,-1.065348278107924,-0.08536031230605023,0.969571536251109,0.9979013979327808,0,cko-high
GM22654,-1.065348278107924,-0.08536031230605023,0.969571536251109,0.9979013979327808,0,cko-low
GM11545,-1.0822965485355247,-0.09888613197823348,0.9695730114180501,0.9979013979327808,0,cko-high
GM11545,-1.0822965485355247,-0.09888613197823348,0.9695730114180501,0.9979013979327808,0,cko-low
GM15485,-1.0822965485355247,-0.09888613197823348,0.9695730114180501,0.9979013979327808,0,cko-high
GM15485,-1.0822965485355247,-0.09888613197823348,0.9695730114180501,0.9979013979327808,0,cko-low
CCL21A,1.8540003263621954,0.029178543694310388,0.9695734808545018,0.9979013979327808,0,cko-low
GM7943,-1.0177970268695316,-0.10518702726005813,0.9696087510207472,0.9979013979327808,0,cko-high
GM7943,-1.0177970268695316,-0.10518702726005813,0.9696087510207472,0.9979013979327808,0,cko-low
GM37541,3.445343752429883,-0.02981373659461628,0.9696110488764116,0.9979013979327808,0,cko-low
USP4,10.772220282470677,-0.0037084604244714825,0.9696384096314381,0.9979013979327808,0,cko-low
HS3ST3B1,7.968060490400729,-0.013517525540802211,0.9696576458782421,0.9979013979327808,0,cko-low
MIR7659,-0.4363370994508248,-0.06779341264313199,0.9696673685335941,0.9979013979327808,0,cko-high
MIR7659,-0.4363370994508248,-0.06779341264313199,0.9696673685335941,0.9979013979327808,0,cko-low
MIF-PS3,5.36377645989153,0.009910353451672904,0.9696686591136132,0.9979013979327808,0,cko-low
VMN2R60,-0.9493872979137622,-0.07245438840963225,0.9696725901155181,0.9979013979327808,0,cko-high
VMN2R60,-0.9493872979137622,-0.07245438840963225,0.9696725901155181,0.9979013979327808,0,cko-low
MIR6917,-0.9493872979137622,-0.07245438840963225,0.9696725901155181,0.9979013979327808,0,cko-high
MIR6917,-0.9493872979137622,-0.07245438840963225,0.9696725901155181,0.9979013979327808,0,cko-low
GM20483,-0.9493872979137622,-0.07245438840963225,0.9696725901155181,0.9979013979327808,0,cko-high
GM20483,-0.9493872979137622,-0.07245438840963225,0.9696725901155181,0.9979013979327808,0,cko-low
GM21392,-0.9430993285972367,-0.08503032704268321,0.9696989763821743,0.9979013979327808,0,cko-high
GM21392,-0.9430993285972367,-0.08503032704268321,0.9696989763821743,0.9979013979327808,0,cko-low
DPEP2NB,-0.9430993285972367,-0.08503032704268321,0.9696989763821743,0.9979013979327808,0,cko-high
DPEP2NB,-0.9430993285972367,-0.08503032704268321,0.9696989763821743,0.9979013979327808,0,cko-low
GM23654,-0.9430993285972367,-0.08503032704268321,0.9696989763821743,0.9979013979327808,0,cko-high
GM23654,-0.9430993285972367,-0.08503032704268321,0.9696989763821743,0.9979013979327808,0,cko-low
3110009M11RIK,-1.0602912999921812,-0.09547426853753604,0.9698639170261494,0.9979013979327808,0,cko-high
3110009M11RIK,-1.0602912999921812,-0.09547426853753604,0.9698639170261494,0.9979013979327808,0,cko-low
GM22743,-1.0602912999921812,-0.09547426853753604,0.9698639170261494,0.9979013979327808,0,cko-high
GM22743,-1.0602912999921812,-0.09547426853753604,0.9698639170261494,0.9979013979327808,0,cko-low
GM43314,4.876053168790275,0.006451562972721092,0.9698671703770401,0.9979013979327808,0,cko-low
GM7224,3.5583416370399923,-0.009141054043074526,0.9699288085054708,0.9979013979327808,0,cko-low
OPN3,4.875955327130675,-0.02314344333078111,0.9700423054575212,0.9979013979327808,0,cko-low
GM26811,5.099109982322643,-0.003509063019300207,0.9700675820339741,0.9979013979327808,0,cko-low
GM4632,3.2541744415881775,0.0229585731998192,0.9700717742442535,0.9979013979327808,0,cko-low
ZFP954,7.173004937795342,0.00591059017312201,0.9700986083140163,0.9979013979327808,0,cko-low
GM15358,1.3864929307709277,0.0030751721400514853,0.9701751718491688,0.9979013979327808,0,cko-low
RGS7BP,5.138001960919503,-0.01901789180101776,0.9702049258296799,0.9979013979327808,0,cko-low
GM50178,-0.39148222532461796,-0.04454136764205063,0.9702243035163152,0.9979013979327808,0,cko-high
GM50178,-0.39148222532461796,-0.04454136764205063,0.9702243035163152,0.9979013979327808,0,cko-low
GM44974,3.378037318100047,0.022527934437388097,0.9702421503825174,0.9979013979327808,0,cko-low
RIF1,10.076135137262671,-0.003746932261956104,0.9702508749488081,0.9979013979327808,0,cko-low
TENM3,7.622853801230682,-0.013629149703128007,0.9702842611373239,0.9979013979327808,0,cko-low
GM11343,2.2193172266184646,0.03507785316495271,0.9703885467778689,0.9979013979327808,0,cko-low
ZFP106,12.413146936568825,-0.003500163089791286,0.9704192697639175,0.9979013979327808,0,cko-low
VMN2R29,2.2154020115270283,0.02961747404630133,0.9704570373853145,0.9979013979327808,0,cko-low
GM49683,2.4733187826987297,-0.049459869155918046,0.9704667609703982,0.9979013979327808,0,cko-low
GM14797,-0.4612719986324345,-0.06736066726035483,0.9705223255976441,0.9979013979327808,0,cko-high
GM14797,-0.4612719986324345,-0.06736066726035483,0.9705223255976441,0.9979013979327808,0,cko-low
TRIL,8.612926327046173,0.003808994968569124,0.9705804093052893,0.9979013979327808,0,cko-low
FITM2,9.426620330189362,-0.0037163831760711474,0.9705970825444026,0.9979013979327808,0,cko-low
MAPK1,11.06670910963696,0.0035731406396699583,0.9706059396111771,0.9979013979327808,0,cko-low
GM8504,4.876538200036389,-0.0021152518332021586,0.9706264395546156,0.9979013979327808,0,cko-low
MCTP1,4.05983367022576,0.008191898218660398,0.9706478391498297,0.9979013979327808,0,cko-low
MIR7017,0.598064262396412,-0.023634343084110387,0.970671693340613,0.9979013979327808,0,cko-high
MIR7017,0.598064262396412,-0.023634343084110387,0.970671693340613,0.9979013979327808,0,cko-low
NPR1,9.245405767409558,-0.00636209350072825,0.9707030850237174,0.9979013979327808,0,cko-low
ZFP969,3.316123338924834,0.02873514946082878,0.9707072074477707,0.9979013979327808,0,cko-low
GM11910,-0.40476434157920504,-0.07110560015122486,0.9707272933931775,0.9979013979327808,0,cko-high
GM11910,-0.40476434157920504,-0.07110560015122486,0.9707272933931775,0.9979013979327808,0,cko-low
GM49572,-0.40476434157920504,-0.07110560015122486,0.9707272933931775,0.9979013979327808,0,cko-high
GM49572,-0.40476434157920504,-0.07110560015122486,0.9707272933931775,0.9979013979327808,0,cko-low
OLFR324,-1.0064311465704745,-0.0824552666619438,0.9708403599586204,0.9979013979327808,0,cko-high
OLFR324,-1.0064311465704745,-0.0824552666619438,0.9708403599586204,0.9979013979327808,0,cko-low
ALG11,8.903978638008914,0.005532616037388749,0.9709170374870537,0.9979013979327808,0,cko-low
ACRBP,5.992151904016873,0.005559049146270922,0.97094293675067,0.9979013979327808,0,cko-low
GM32067,-1.0243743587060532,-0.09203236358701505,0.9709982120668543,0.9979013979327808,0,cko-high
GM32067,-1.0243743587060532,-0.09203236358701505,0.9709982120668543,0.9979013979327808,0,cko-low
HOXD8,11.192958006808638,0.005087632045736257,0.9710093031164951,0.9979013979327808,0,cko-low
COL16A1,8.353805541816506,0.0036678043111368908,0.9710335080968739,0.9979013979327808,0,cko-low
VMN2R-PS20,0.3283473216021132,-0.03806128295540817,0.971061343702249,0.9979013979327808,0,cko-high
VMN2R-PS20,0.3283473216021132,-0.03806128295540817,0.971061343702249,0.9979013979327808,0,cko-low
GM2829,-1.0081039371460363,-0.0791096855108201,0.9710821364110018,0.9979013979327808,0,cko-high
GM2829,-1.0081039371460363,-0.0791096855108201,0.9710821364110018,0.9979013979327808,0,cko-low
MIR6918,-1.0081039371460363,-0.0791096855108201,0.9710821364110018,0.9979013979327808,0,cko-high
MIR6918,-1.0081039371460363,-0.0791096855108201,0.9710821364110018,0.9979013979327808,0,cko-low
TRPC7,0.004758422192261899,-0.060076129136471326,0.9711042216290537,0.9979013979327808,0,cko-high
TRPC7,0.004758422192261899,-0.060076129136471326,0.9711042216290537,0.9979013979327808,0,cko-low
GM6317,-0.4088277100929981,-0.03906623051120134,0.9711232905437603,0.9979013979327808,0,cko-high
GM6317,-0.4088277100929981,-0.03906623051120134,0.9711232905437603,0.9979013979327808,0,cko-low
GM35339,6.143143097214449,0.007712187455249264,0.9711315882575937,0.9979013979327808,0,cko-low
TRMT10B,7.0801535050513325,0.007650890681013323,0.9711621771634771,0.9979013979327808,0,cko-low
GM14007,-0.4680225450873128,-0.05385957435059824,0.9711740694823829,0.9979013979327808,0,cko-high
GM14007,-0.4680225450873128,-0.05385957435059824,0.9711740694823829,0.9979013979327808,0,cko-low
MAPK6,9.270125384815243,-0.0034280881217192416,0.9712106367507402,0.9979013979327808,0,cko-low
GM14127,5.3210162697012,-0.007573539057536216,0.971319481076286,0.9979013979327808,0,cko-low
TMEM150A,9.649339865464107,0.006679899625019914,0.9713328875720919,0.9979013979327808,0,cko-low
GM7727,4.394741807030291,-0.005399575180252469,0.9713576365825856,0.9979013979327808,0,cko-low
GM18001,1.8985173030858595,-0.007680750232599953,0.9713889411999813,0.9979013979327808,0,cko-high
GM18001,1.8985173030858595,-0.007680750232599953,0.9713889411999813,0.9979013979327808,0,cko-low
GM25618,2.3708468301161263,0.03482662984224616,0.971423059871303,0.9979013979327808,0,cko-low
AL645861.1,4.396388558522938,-0.013418520506903064,0.9714511969718482,0.9979013979327808,0,cko-low
GM47996,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
GM47996,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
GM11860,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
GM11860,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
HMGB1-RS18,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
HMGB1-RS18,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
TBX3OS2,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
TBX3OS2,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
2010013B24RIK,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
2010013B24RIK,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
GM3149,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
GM3149,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
FEZF2,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
FEZF2,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
4921508M14RIK,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
4921508M14RIK,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
GM41289,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
GM41289,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
4930483J18RIK,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
4930483J18RIK,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
GM49517,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
GM49517,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
GM20508,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
GM20508,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
GJD4,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
GJD4,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
4833407H14RIK,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-high
4833407H14RIK,-0.9755631367926447,-0.09943301116665804,0.9714661939985785,0.9979013979327808,0,cko-low
ALCAM,9.245382718925867,-0.0057505562944069055,0.9714836373167844,0.9979013979327808,0,cko-low
GM4768,4.024839455458867,-0.01155593869322491,0.9714875483878085,0.9979013979327808,0,cko-low
GM13379,0.5285783429560682,-0.04706135043736026,0.9715021353217048,0.9979013979327808,0,cko-high
GM13379,0.5285783429560682,-0.04706135043736026,0.9715021353217048,0.9979013979327808,0,cko-low
GM50425,0.5632533779114162,-0.03690261317016319,0.9715197953725685,0.9979013979327808,0,cko-high
GM50425,0.5632533779114162,-0.03690261317016319,0.9715197953725685,0.9979013979327808,0,cko-low
D730003I15RIK,5.590716485147197,0.011409636104430021,0.9715270796349649,0.9979013979327808,0,cko-low
GM11825,2.8248281140815834,-5.98796999162321e-4,0.9715383958069839,0.9979013979327808,0,cko-high
GM7065,4.838026650034196,0.014225152085511006,0.9715750256961408,0.9979013979327808,0,cko-low
SFT2D3,7.543690169381074,0.006298923115815924,0.9715808201144374,0.9979013979327808,0,cko-low
GM47139,4.108744910325569,-0.009822870326913424,0.9716002246145266,0.9979013979327808,0,cko-low
EFEMP1,8.34138017249474,0.00469282374050195,0.971603705866698,0.9979013979327808,0,cko-low
GM12475,3.9940385868760666,0.0077249920914082,0.9716213387063086,0.9979013979327808,0,cko-low
CD248,6.713989270660971,0.004463923242455259,0.9717379646529749,0.9979013979327808,0,cko-low
LPGAT1,11.294337308335928,0.0044075055302705834,0.9717501519426628,0.9979013979327808,0,cko-low
GM43582,0.02299786976167426,-0.04303792987792906,0.9717558741212051,0.9979013979327808,0,cko-high
GM43582,0.02299786976167426,-0.04303792987792906,0.9717558741212051,0.9979013979327808,0,cko-low
GM42797,-0.40799787430577944,-0.06463853469807612,0.9718200237563335,0.9979013979327808,0,cko-high
GM42797,-0.40799787430577944,-0.06463853469807612,0.9718200237563335,0.9979013979327808,0,cko-low
GM37235,0.3500874375967981,-0.029189764197060097,0.9718886846811312,0.9979013979327808,0,cko-high
GM37235,0.3500874375967981,-0.029189764197060097,0.9718886846811312,0.9979013979327808,0,cko-low
GM42568,4.391962569834522,-0.026032737544880113,0.97189113792105,0.9979013979327808,0,cko-low
D130020L05RIK,5.9765036523462935,-0.004311864615539562,0.9719361175793397,0.9979013979327808,0,cko-low
MICU3,8.244095539518248,-0.0038916786684293214,0.9719739455158287,0.9979013979327808,0,cko-low
PMS1,7.088696426886919,0.012372327834101249,0.9719787568950324,0.9979013979327808,0,cko-low
GM47399,2.4416677591421694,0.03987751090843217,0.971991322623087,0.9979013979327808,0,cko-low
ZSCAN21,8.522798514524009,0.005463860176046609,0.9720087832918803,0.9979013979327808,0,cko-low
GM28791,4.497925236632824,0.015008645742313753,0.9720217945835097,0.9979013979327808,0,cko-low
FAM189A2,7.24302270648254,0.0065697024530324555,0.9720573007793158,0.9979013979327808,0,cko-low
1700018A04RIK,0.35618493764419074,-0.027394273989798545,0.9721579580112822,0.9979013979327808,0,cko-high
1700018A04RIK,0.35618493764419074,-0.027394273989798545,0.9721579580112822,0.9979013979327808,0,cko-low
GM43960,-1.0704409584036787,-0.07517495171454125,0.9721823102105618,0.9979013979327808,0,cko-high
GM43960,-1.0704409584036787,-0.07517495171454125,0.9721823102105618,0.9979013979327808,0,cko-low
GM25668,0.812977102956564,-0.016205331492288422,0.9722369969338835,0.9979013979327808,0,cko-high
GM25668,0.812977102956564,-0.016205331492288422,0.9722369969338835,0.9979013979327808,0,cko-low
PITPNM3,7.826631588128102,-0.0075469718350698045,0.9722499028254536,0.9979013979327808,0,cko-low
GM8920,4.271905663831097,0.02305353486093953,0.9722552101243228,0.9979013979327808,0,cko-low
PRG4,3.947457180879142,0.029144288767201765,0.9723902413197014,0.9979013979327808,0,cko-low
GM22094,3.224010902467132,-0.014306337240829858,0.9724181811926649,0.9979013979327808,0,cko-low
GM24112,-0.008323085733392833,-0.01596008553581972,0.9724366767187472,0.9979013979327808,0,cko-high
GM24112,-0.008323085733392833,-0.01596008553581972,0.9724366767187472,0.9979013979327808,0,cko-low
GM12846,4.8167084173134755,0.03999765537852085,0.9724955137525909,0.9979013979327808,0,cko-low
GM9085,3.1301452751201007,-0.016694001177961937,0.9725423587485345,0.9979013979327808,0,cko-low
AFP,3.5860918181550376,-0.030152805327899213,0.9725731422852376,0.9979013979327808,0,cko-low
LCT,2.4834519672201765,-0.054534423400970145,0.9726117112182279,0.9979013979327808,0,cko-low
CYP4A32,8.03418615653252,0.009171241732490287,0.972624674143582,0.9979013979327808,0,cko-low
PUM2,11.609852321071934,-0.0034657568593470245,0.9726300873193325,0.9979013979327808,0,cko-low
GM42876,4.885913177971869,-0.018322978172203186,0.9726383491434838,0.9979013979327808,0,cko-low
GM6185,2.0710868628577437,0.028149397216422845,0.9726641423682436,0.9979013979327808,0,cko-low
GM8503,-0.041472353111486955,-0.05783637477614735,0.9726704891651157,0.9979013979327808,0,cko-high
GM8503,-0.041472353111486955,-0.05783637477614735,0.9726704891651157,0.9979013979327808,0,cko-low
IGHV1-7,-0.041472353111486955,-0.05783637477614735,0.9726704891651157,0.9979013979327808,0,cko-high
IGHV1-7,-0.041472353111486955,-0.05783637477614735,0.9726704891651157,0.9979013979327808,0,cko-low
GM37956,5.014939498298244,0.02257881711798948,0.9726798170709554,0.9979013979327808,0,cko-low
GM13898,3.987858883495629,0.015284725960142076,0.9726843184297179,0.9979013979327808,0,cko-low
AKAP8L,9.925228616444421,0.004156645778929047,0.9727097063253544,0.9979013979327808,0,cko-low
BC051019,1.487739590857847,0.005171823749135163,0.9727949655113854,0.9979013979327808,0,cko-low
GM4473,0.6632967243500434,-0.02541968888083368,0.9728103174742484,0.9979013979327808,0,cko-high
GM4473,0.6632967243500434,-0.02541968888083368,0.9728103174742484,0.9979013979327808,0,cko-low
GM28376,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
GM28376,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
GM22548,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
GM22548,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
CDK5R2,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
CDK5R2,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
PRSS56,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
PRSS56,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
GM18697,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
GM18697,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
GM37903,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
GM37903,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
GM10176,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
GM10176,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
SCP2D1,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
SCP2D1,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
ATP2B3,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
ATP2B3,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
GM5544,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
GM5544,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
GM43559,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
GM43559,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
ELAVL2,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
ELAVL2,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
GM27619,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
GM27619,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
VMN1R34,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-high
VMN1R34,-2.1041839849869604,-0.18325963852709348,0.9728278391635853,0.9979013979327808,0,cko-low
